ID,Description,baseRec_mp,baseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armer,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory01,equip_Accessory02,equip_Accessory03,equip_Accessory04,equip_Accessory05,equip_Skill_01,equip_Skill_02,equip_Skill_03,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,QWC_sb,QWC_mw,QWC_cd,soulLv,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,bodyScaleHead,bodyScaleBreast,bodyScaleAbdomen,bodyScaleArm,bodyScaleLeg,gestureId0,gestureId1,gestureId2,gestureId3,gestureId4,gestureId5,gestureId6,npcPlayerType,npcPlayerDrawType,npcPlayerSex,vowType:4,voiceType,equip_Wep_Right_GenId,equip_Subwep_Right_GenId,equip_Wep_Left_GenId,equip_Subwep_Left_GenId,equip_Helm_GenId,equip_Armer_GenId,equip_Gaunt_GenId,equip_Leg_GenId,equip_Wep_Body_GenId,secondaryItem_01,secondaryItem_02,secondaryItem_03,secondaryItem_04,secondaryItem_05,secondaryItem_06,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06
32,"32_大筒",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,99,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,7000000,12000000,15000000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
33,"33_教会長銃",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,99,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,7000000,12000000,6100000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
34,"34_ヴァンパイア短銃",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,99,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,7000000,12000000,14100000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
35,"35_教会短銃",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,99,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,7000000,12000000,14200000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
40,"40_DLC　ノコギリ曲剣　ノコギリ鞭　銃　ナックル",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,23000000,24000000,6000000,34000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
41,"41_DLC　多関節　双刃　銃　ガトリング",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,25000000,27000000,6000000,33000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
42,"42_DLC　ウォーピック　チェンソー　銃　グレネード",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,30000000,31000000,6000000,35000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
43,"43_DLC　月光　爆槌　長銃　貫通銃",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,26000000,28000000,6000000,36000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
44,"44_DLC　十字　剣弓　長銃　盾",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,29000000,32000000,6000000,19100000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
45,"45_DLC　獣化　なめくじ　長銃　貫通銃",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,9000000,38000000,6000000,36000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
50,"50_秘儀所持",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000,2010,2020,2030,2050,2060,2070,2080,2090,2110,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,24000000,29000000,6000000,35000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
51,"51_DLC_アイテム／秘儀所持(アロー、怨霊、蛇）",0.0,0.0,0.0,50000,-1,-1,-1,-1,-1,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2120,2130,2140,706,1130,1201,1251,1700,1000,900,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,50,11,1,1,1,99,99,99,99,99,20,20,0,0,0,0,0,22,23,-1,-1,-1,-1,-1,0,0,1,0,0,24000000,29000000,6000000,35000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
52,"52_DLC　半獣化状態",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2120,2130,2140,706,1130,1201,1251,1700,1000,900,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,1,1,1,99,99,99,99,99,20,20,0,0,0,0,0,21,22,23,-1,-1,-1,-1,0,0,1,0,0,9000000,38000000,6000000,36000000,-1,-1,-1,-1,1002,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
53,"53_DLC　半なめくじ状態",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2120,2130,2140,706,1130,1201,1251,1700,1000,900,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,99,5,0,11,1,1,1,99,99,99,99,99,20,20,0,0,0,0,0,21,22,23,-1,-1,-1,-1,0,0,1,0,0,38000000,9000000,6000000,36000000,-1,-1,-1,-1,1003,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
60,"60_ジェスチャ0～6",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,1,0,0,7000000,12000000,14000000,15000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
61,"61_ジェスチャ7～13",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,10,11,12,13,0,0,1,0,0,7000000,12000000,14000000,15000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
62,"62_ジェスチャ14～20",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,15,16,17,18,19,20,0,0,1,0,0,7000000,12000000,14000000,15000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
63,"63_ジェスチャ21～23",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,900,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,50,50,50,6,5,0,11,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,-1,-1,-1,-1,0,0,1,0,0,7000000,12000000,14000000,15000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
100,"100_【魔石生成ID直登録済み】ハンター_日本刀　双剣　銃　松明",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,30,30,9,6,5,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,90110000,4000000,6000000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
101,"101_【カテゴリID登録済み】ハンター_日本刀　双剣　銃　松明",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,30,30,9,6,5,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,90120000,4000000,6000000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
102,"102_【カテゴリグループID登録済み】ハンター_日本刀　双剣　銃　松明",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,30,30,9,6,5,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,90130000,4000000,6000000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
103,"103_【方向性ID登録済み】ハンター_日本刀　双剣　銃　松明",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,30,30,9,6,5,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,90140000,4000000,6000000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
104,"104_【テスト】毒魔石装備済み日本刀",0.0,0.0,0.0,50000,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,30,30,9,6,5,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,90150000,4000000,6000000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
110,"110_【12月末版】刀　双剣　銃　松明　LV0",0.0,0.0,0.0,0,-1,-1,-1,-1,10000,11000,12000,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,11,11,7,7,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,2000000,4000000,6000000,20000000,-1,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
