ID,Description,msgId,voiceId,spEffectId0,motionId0,spEffectId1,motionId1,spEffectId2,motionId2,spEffectId3,motionId3,spEffectId4,motionId4,spEffectId5,motionId5,returnPos,reactionId,eventId
1400451,"あなたの目覚めが、有意なものでありますように",400451,210400451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400500,"ゲールマン様にお会いしましたか？",400500,210400500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400501,"あの方は古い狩人、そして狩人の助言者です",400501,210400501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400502,"今はもう曖昧で、お姿が見えることもありませんが…",400502,210400502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400503,"それでも、この夢にいらっしゃるでしょう",400503,210400503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400504,"…それが、あの方のお役目ですから…",400504,210400504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400550,"ゲールマン様にお会いしましたか？",400550,210400550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400551,"あの方は古い狩人、そして狩人の助言者です",400501,210400501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400552,"今はもう曖昧で、お姿が見えることもありませんが…",400502,210400502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400553,"それでも、この夢にいらっしゃるでしょう",400503,210400503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400554,"…それが、あの方のお役目ですから…",400504,210400504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400600,"ああ、小さな彼らは、この夢の住人です",400600,210400600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400601,"あなたのような狩人様を見つけ、慕い、従う…",400601,210400601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400602,"言葉は分かりませんが、かわいらしいものですね",400602,210400602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400650,"ああ、小さな彼らは、この夢の住人です",400600,210400600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400651,"あなたのような狩人様を見つけ、慕い、従う…",400651,210400651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400652,"言葉は分かりませんが、かわいらしいものですね",400602,210400602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400700,"過去、多くの狩人様がこの悪夢を訪れました",400700,210400700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400701,"ここにある墓石は、すべて彼らの…名残です",400701,210400701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400702,"もう、ずっと前の話ばかりに思えますが",400702,210400702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400750,"過去、多くの狩人様がこの悪夢を訪れました",400750,210400750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400751,"ここにある墓石は、すべて彼らの…名残です",400701,210400701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400752,"もう、ずっと前の話ばかりに思えますが",400702,210400702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400800,"幾人かの狩人様から、教会の話を聞きました",400800,210400800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400801,"神と、神の愛のお話",400801,210400801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400802,"でも…造物主は、被造物を愛するものでしょうか？",400802,210400802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400803,"私は、あなた方、人に作られた人形です",400803,210400803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400804,"でも、あなた方は、私を愛しはしないでしょう？",400804,210400804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400805,"逆であれば分かります",400805,210400805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400806,"私は、あたなを愛しています",400806,210400806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400807,"造物主は、被造物をそう作るものでしょう…",400807,210400807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400850,"幾人かの狩人様から、教会の話を聞きました",400800,210400800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400851,"神と、神の愛のお話",400801,210400801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400852,"でも…造物主は、被造物を愛するものでしょうか？",400802,210400802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400853,"私は、あなた方、人に作られた人形です",400803,210400803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400854,"でも、あなた方は、私を愛しはしないでしょう？",400854,210400854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400855,"逆であれば分かります",400805,210400805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400856,"私は、あたなを愛しています",400806,210400806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400857,"造物主は、被造物をそう作るものでしょう…",400857,210400857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400900,"狩人様…あなたから、懐かしさを感じます…",400900,210400900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400901,"やはり狩人とは、古い意志を継ぐものなのですね…",400901,210400901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400950,"狩人様…あなたから、懐かしさを感じます…",400950,210400950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1400951,"やはり狩人とは、古い意志を継ぐものなのですね…",400901,210400901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401000,"これは…なんでしょうか？",401000,210401000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401001,"私、私には何もありません、分からない、分からないのですが",401001,210401001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401002,"…温かさを感じます…こんなことは、はじめてです…",401002,210401002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401003,"私は、おかしいのでしょうか？",401003,210401003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401004,"ああ…",401004,210401004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401005,"でも、狩人様。これは、やはり喜びなのでしょうか",401005,210401005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401006,"ああ…",401006,210401006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401050,"これは…なんでしょうか？",401000,210401000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401051,"私、私には何もありません、分からない、分からないのですが",401001,210401001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401052,"…温かさを感じます…こんなことは、はじめてです…",401002,210401002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401053,"私は、おかしいのでしょうか？",401003,210401003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401054,"ああ…",401004,210401004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401055,"でも、狩人様。これは、やはり喜びなのでしょうか",401055,210401055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401056,"ああ…",401006,210401006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401100,"狩人様。お待ちしておりました",401100,210401100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401101,"間もなく夜明け…夜と夢の終わりですね",401101,210401101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401102,"…大樹の下で、ゲールマン様がお待ちのはずです",401102,210401102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401150,"狩人様。お待ちしておりました",401150,210401150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401151,"間もなく夜明け…夜と夢の終わりですね",401101,210401101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401152,"…大樹の下で、ゲールマン様がお待ちのはずです",401102,210401102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401200,"大樹の下で、ゲールマン様がお待ちのはずです",401200,210401200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401201,"さあ、狩人様…",401201,210401201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401250,"大樹の下で、ゲールマン様がお待ちのはずです",401200,210401200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401251,"さあ、狩人様…",401251,210401251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401300,"さようなら、狩人様",401300,210401300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401301,"あなたの目覚めが、有意なものでありますように",401301,210401301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401350,"さようなら、狩人様",401350,210401350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401351,"あなたの目覚めが、有意なものでありますように",401351,210401351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401400,"また、獣狩りの夜がはじまりますね",401400,210401400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401500,"クスクスクスッ",401500,210401500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401501,"ああ、お寒いでしょう",401501,210401501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401502,"狩人様…",401502,210401502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401550,"クスクスクスッ",401500,210401500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401551,"ああ、お寒いでしょう",401501,210401501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401552,"狩人様…",401552,210401552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401600,"（殴りつけられたとき/斬りつけられたときの悲鳴を幾つか
　あまり大きな声はださず、声を抑え耐える感じ）",401600,210401600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401700,"すみません、あなたを不快にさせました",401700,210401700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401701,"どうぞ、私の動きをとめてください",401701,210401701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401702,"そうなっても、体は、あなたの助けになるでしょう",401702,210401702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401703,"ですから、どうぞご安心ください…",401703,210401703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401750,"すみません、あなたを不快にさせました",401750,210401750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401751,"どうぞ、私の動きをとめてください",401701,210401701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401752,"そうなっても、体は、あなたの助けになるでしょう",401702,210401702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401753,"ですから、どうぞご安心ください…",401703,210401703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401800,"夢の月のフローラ",401800,210401800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401801,"小さな彼ら、そして古い意志の漂い",401801,210401801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401802,"どうか狩人様を守り、癒してください",401802,210401802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401803,"あの人を囚えるこの夢が",401803,210401803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401804,"優しい目覚めの先ぶれとなりますように",401804,210401804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401810,"夢の月のフローラ",401800,210401800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401811,"小さな彼ら、そして古い意志の漂い",401801,210401801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401812,"どうか狩人様を守り、癒してください",401802,210401802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401813,"あの人を囚えるこの夢が",401803,210401803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401814,"優しい目覚めの先ぶれとなり…",401805,210401805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401815,"…また、懐かしい思いとなりますように…",401806,210401806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401850,"夢の月のフローラ",401800,210401800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401851,"小さな彼ら、そして古い意志の漂い",401801,210401801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401852,"どうか狩人様を守り、癒してください",401852,210401852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401853,"あの人を囚えるこの夢が",401853,210401853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401854,"優しい目覚めの先ぶれとなりますように",401804,210401804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401860,"夢の月のフローラ",401800,210401800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401861,"小さな彼ら、そして古い意志の漂い",401801,210401801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401862,"どうか狩人様を守り、癒してください",401852,210401852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401863,"あの人を囚えるこの夢が",401853,210401853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401864,"優しい目覚めの先ぶれとなり…",401805,210401805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401865,"…また、懐かしい思いとなりますように…",401806,210401806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401900,"！",401900,210401900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401901,"ああ、お帰りさない。狩人様",401901,210401901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401902,"すみません、私は、どこかに…",401902,210401902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401903,"どうぞ、なんなりとお申し付けください",401903,210401903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401950,"！",401900,210401900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401951,"ああ、お帰りさない。狩人様",401951,210401951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401952,"すみません、私は、どこかに…",401902,210401902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1401953,"どうぞ、なんなりとお申し付けください",401903,210401903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402000,"（目を閉じて静かに鼻歌）",402000,210402000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402100,"（目を閉じて眠るような息遣い）",402100,210402100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402200,"狩人様。おかしなことを聞いて宜しいでしょうか",402200,210402200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402201,"…私は、どこか変わりましたか？",402201,210402201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402202,"先ほど感じられたのです。私のどこかで、どこか中で、重い枷がはずれるのを",402202,210402202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402203,"不思議ですね。元より、私のどこにも、枷などありませんでしたのに",402203,210402203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402204,"クスクスクスッ",402204,210402204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402250,"狩人様。おかしなことを聞いて宜しいでしょうか",402250,210402250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402251,"…私は、どこか変わりましたか？",402201,210402201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402252,"先ほど感じられたのです。私のどこかで、どこか中で、重い枷がはずれるのを",402202,210402202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402253,"不思議ですね。元より、私のどこにも、枷などありませんでしたのに",402203,210402203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402254,"クスクスクスッ",402204,210402204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402300,"ああ、狩人様。ゲールマン様の寝息が聞こえます",402300,210402300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402301,"苦しそうないつもと違い、今宵は、とても穏やかなのです",402301,210402301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402302,"…あの方に、僅かでも救いがあったのでしょうか…",402302,210402302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402350,"ああ、狩人様。ゲールマン様の寝息が聞こえます",402350,210402350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402351,"苦しそうないつもと違い、今宵は、とても穏やかなのです",402301,210402301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402352,"…あの方に、僅かでも救いがあったのでしょうか…",402302,210402302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402400,"…このお墓は、ある狩人様の名残です",402400,210402400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402401,"夢に囚われてなお強く、そして、夜明けを迎えた",402401,210402401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402402,"…ああ、あなたの目覚めが、優しく、有意なものでありましたように",402402,210402402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402450,"…このお墓は、ある狩人様の名残です",402450,210402450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402451,"夢に囚われてなお強く、そして、夜明けを迎えた",402451,210402451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1402452,"…ああ、あなたの目覚めが、優しく、有意なものでありましたように",402452,210402452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1409103,"私がそれを、普く血の遺志を、あなたの力といたしましょう",409103,210409103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1409300,"わかりました。では、血の遺志をあなたの力としましょう",409300,210409300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500000,"やあ、君が新しい狩人かね",500000,210500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500001,"ようこそ、狩人の夢に。ただ一時とて、ここが君の「家」になる",500001,210500001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500002,"私は……ゲールマン。君たち狩人の、助言者だ",500002,210500002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500003,"今は何も分からないだろうが、難しく考えることはない",500003,210500003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500004,"君は、ただ、獣を狩ればよい。それが、結局は君の目的にかなう",500004,210500004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500005,"狩人とはそういうものだよ。直に慣れる…",500005,210500005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500050,"やあ、君が新しい狩人かね",500050,210500050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500051,"ようこそ、狩人の夢に。ただ一時とて、ここが君の「家」になる",500051,210500051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500052,"私は……ゲールマン。君たち狩人の、助言者だ",500002,210500002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500053,"今は何も分からないだろうが、難しく考えることはない",500053,210500053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500054,"君は、ただ、獣を狩ればよい。それが、結局は君の目的にかなう",500004,210500004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500055,"狩人とはそういうものだよ。直に慣れる…",500005,210500005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500100,"この場所は、元々狩人の隠れ家だった",500100,210500100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500101,"血によって、狩人の武器と、肉体を変質させる。狩人の業の工房だよ",500101,210500101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500102,"もっとも、今は幾つかの器具は失われているがね",500102,210500102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500103,"残っているものは、すべて自由に使うとよい",500103,210500103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500104,"…君さえよければ、あの人形もね…",500104,210500104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1500200,"今宵は月も近い。獣狩りは、長い夜になるだろう",500200,210500200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
