ID,Description,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,refId,sfxVariationId,stamina,mp,category,heroPoint
5301,"c2860_巨人奴隷_イベント投擲２",0,0,0,1,28611,0,0,0,0,0
5302,"c2860_巨人奴隷_イベント投擲３",0,0,0,1,28612,0,0,0,0,0
5303,"c2860_巨人奴隷_イベント投擲４",0,0,0,1,28613,0,0,0,0,0
5304,"c2860_巨人奴隷_イベント投擲５",0,0,0,1,28614,0,0,0,0,0
5305,"c2860_巨人奴隷_イベント投擲６",0,0,0,1,28615,0,0,0,0,0
5400,"【SP】 ハンマー小血糊",0,0,0,1,62,0,0,0,0,0
6000,"【SP】 ダンジョン 爆発タル",0,0,0,1,2900011,0,0,0,0,0
6010,"宗教街 たき火",0,0,0,0,6010,0,0,0,0,0
6020,"【SP】　鳴子テスト",0,0,0,1,2900020,0,0,0,0,0
6021,"【SP】　聖堂街_人寄せの鐘10m",0,0,0,1,2400110,0,0,0,0,0
6022,"【SP】　聖堂街_人寄せの鐘20m",0,0,0,1,2400120,0,0,0,0,0
6023,"【SP】　聖堂街_人寄せの鐘30m",0,0,0,1,2400130,0,0,0,0,0
6024,"【SP】　聖堂街_人寄せの鐘40m",0,0,0,1,2400140,0,0,0,0,0
6025,"【SP】　聖堂街_人寄せの鐘40m消滅までの時間が長い",0,0,0,1,2400142,0,0,0,0,0
6026,"【SP】　聖堂街_人寄せの鐘2m人散らし用",0,0,0,1,2400102,0,0,0,0,0
6027,"【SP】　聖堂街_開門したので聖堂へ",0,0,0,1,2400060,0,0,0,0,0
6028,"【SP】　聖堂街_ポイントを中心に警戒",0,0,0,1,2400122,0,0,0,0,0
6029,"【SP】　聖堂街_弾丸テスト",0,0,0,1,2400099,0,0,0,0,0
6030,"廃墟　強制目覚まし",0,0,0,1,2300000,0,0,0,0,0
6031,"廃墟　目覚まし音",0,0,0,1,2300010,0,0,0,0,0
6032,"生贄　ミミック弱体炎",0,0,0,1,2800000,0,0,0,0,0
6040,"【SP】　大砲発射近距離",0,0,0,1,2900500,0,0,0,0,0
6041,"【SP】　大砲発射中距離",0,0,0,1,2900501,0,0,0,0,0
6042,"【SP】　大砲発射長距離",0,0,0,1,2900502,0,0,0,0,0
6043,"【SP】　大砲発射近距離_聖堂街A",0,0,0,1,2400000,0,0,0,0,0
6044,"【SP】　大砲発射中距離_聖堂街A",0,0,0,1,2400001,0,0,0,0,0
6045,"【SP】　大砲発射長距離_聖堂街A",0,0,0,1,2400002,0,0,0,0,0
6046,"【SP】　大砲発射近距離_聖堂街A_SC",0,0,0,1,2400010,0,0,0,0,0
6047,"【SP】　大砲発射中距離障害物回避_聖堂街A_SC",0,0,0,1,2400011,0,0,0,0,0
6048,"【SP】　大砲発射中距離_聖堂街A_SC",0,0,0,1,2400012,0,0,0,0,0
6049,"【SP】　大砲発射長距離_聖堂街A_SC",0,0,0,1,2400013,0,0,0,0,0
6050,"【SP】　ダンジョン_人寄せの鐘5m",0,0,0,1,2900105,0,0,0,0,0
6051,"【SP】　ダンジョン_人寄せの鐘10m",0,0,0,1,2900110,0,0,0,0,0
6052,"【SP】　ダンジョン_人寄せの鐘15m",0,0,0,1,2900115,0,0,0,0,0
6053,"【SP】　ダンジョン_人寄せの鐘20m",0,0,0,1,2900120,0,0,0,0,0
6054,"【SP】　ダンジョン_人寄せの鐘25m",0,0,0,1,2900125,0,0,0,0,0
6055,"【SP】　ダンジョン_人寄せの鐘30m",0,0,0,1,2900130,0,0,0,0,0
6056,"【SP】　ダンジョン_人寄せの鐘40m",0,0,0,1,2900140,0,0,0,0,0
6057,"【SP】　ダンジョン_人寄せの鐘50m",0,0,0,1,2900150,0,0,0,0,0
6058,"【SP】　ダンジョン_人寄せの鐘60m",0,0,0,1,2900160,0,0,0,0,0
6059,"【SP】　ダンジョン_人寄せの鐘70m",0,0,0,1,2900170,0,0,0,0,0
6060,"【SP】　ダンジョン_人寄せの鐘80m",0,0,0,1,2900180,0,0,0,0,0
6061,"【SP】　ダンジョン_人寄せの鐘90m",0,0,0,1,2900190,0,0,0,0,0
6062,"【SP】　ダンジョン_人寄せの鐘100m",0,0,0,1,2900200,0,0,0,0,0
6063,"【SP】　ダンジョン_人寄せの鐘_目覚まし100m",0,0,0,1,2900100,0,0,0,0,0
6064,"【SP】　ダンジョン_人寄せの鐘_目覚まし50m",0,0,0,1,2900103,0,0,0,0,0
6065,"【SP】　聖堂街A毒ガス",0,0,0,1,2400098,0,0,0,0,0
6066,"【SP】　聖堂街A油たるトラップ",0,0,0,1,2400090,0,0,0,0,0
6070,"【SP】　廃墟　大爆発",0,0,0,1,2300020,0,0,0,0,0
6071,"【SP】　廃墟　爆発タル",0,0,0,1,2300030,0,0,0,0,0
6080,"【SP】　大学　火薬樽",0,0,0,1,3200000,0,0,0,0,0
6081,"【SP】　大学　PC発見音",0,0,0,1,3200010,0,0,0,0,0
6090,"【SP】　香炉　油まみれ",0,0,0,1,2900310,0,0,0,0,0
6100,"【SP】 森　ペンデュラム（丸太）",0,0,0,0,6100,0,0,0,0,0
6101,"【SP】 森　トラバサミ",0,0,0,0,6101,0,0,0,0,0
6110,"聖堂街B　焚火",0,0,0,0,6110,0,0,0,0,0
6111,"聖堂街B　薪車",0,0,0,0,6111,0,0,0,0,0
6112,"聖堂街B　薪車　止め",0,0,0,0,6112,0,0,0,0,0
6120,"【SP】　ダンジョン　香炉　毒　儀式レベル1",0,0,0,1,2900320,0,0,0,0,0
6121,"【SP】　ダンジョン　香炉　毒　儀式レベル2",0,0,0,1,2900321,0,0,0,0,0
6122,"【SP】　ダンジョン　香炉　毒　儀式レベル3",0,0,0,1,2900322,0,0,0,0,0
6123,"【SP】　ダンジョン　香炉　毒　儀式レベル4",0,0,0,1,2900323,0,0,0,0,0
6124,"【SP】　ダンジョン　香炉　毒　儀式レベル5",0,0,0,1,2900324,0,0,0,0,0
6125,"【SP】　ダンジョン　香炉　毒　儀式レベル6",0,0,0,1,2900325,0,0,0,0,0
6126,"【SP】　ダンジョン　香炉　毒　儀式レベル7",0,0,0,1,2900326,0,0,0,0,0
6127,"【SP】　ダンジョン　香炉　毒　儀式レベル8",0,0,0,1,2900327,0,0,0,0,0
6130,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル1",0,0,0,0,6130,0,0,0,0,0
6131,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル2",0,0,0,0,6131,0,0,0,0,0
6132,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル3",0,0,0,0,6132,0,0,0,0,0
6133,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル4",0,0,0,0,6133,0,0,0,0,0
6134,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル5",0,0,0,0,6134,0,0,0,0,0
6135,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル6",0,0,0,0,6135,0,0,0,0,0
6136,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル7",0,0,0,0,6136,0,0,0,0,0
6137,"【SP】　ダンジョン　ペンデュラム＆ギロチン　儀式レベル8",0,0,0,0,6137,0,0,0,0,0
6140,"【SP】　ダンジョン　鉄球・岩　儀式レベル1",0,0,0,0,6140,0,0,0,0,0
6141,"【SP】　ダンジョン　鉄球・岩　儀式レベル2",0,0,0,0,6141,0,0,0,0,0
6142,"【SP】　ダンジョン　鉄球・岩　儀式レベル3",0,0,0,0,6142,0,0,0,0,0
6143,"【SP】　ダンジョン　鉄球・岩　儀式レベル4",0,0,0,0,6143,0,0,0,0,0
6144,"【SP】　ダンジョン　鉄球・岩　儀式レベル5",0,0,0,0,6144,0,0,0,0,0
6145,"【SP】　ダンジョン　鉄球・岩　儀式レベル6",0,0,0,0,6145,0,0,0,0,0
6146,"【SP】　ダンジョン　鉄球・岩　儀式レベル7",0,0,0,0,6146,0,0,0,0,0
6147,"【SP】　ダンジョン　鉄球・岩　儀式レベル8",0,0,0,0,6147,0,0,0,0,0
6150,"【SP】 ダンジョン 爆発タル　儀式レベル1",0,0,0,1,2900450,0,0,0,0,0
6151,"【SP】 ダンジョン 爆発タル　儀式レベル2",0,0,0,1,2900451,0,0,0,0,0
6152,"【SP】 ダンジョン 爆発タル　儀式レベル3",0,0,0,1,2900452,0,0,0,0,0
6153,"【SP】 ダンジョン 爆発タル　儀式レベル4",0,0,0,1,2900453,0,0,0,0,0
6154,"【SP】 ダンジョン 爆発タル　儀式レベル5",0,0,0,1,2900454,0,0,0,0,0
6155,"【SP】 ダンジョン 爆発タル　儀式レベル6",0,0,0,1,2900455,0,0,0,0,0
6156,"【SP】 ダンジョン 爆発タル　儀式レベル7",0,0,0,1,2900456,0,0,0,0,0
6157,"【SP】 ダンジョン 爆発タル　儀式レベル8",0,0,0,1,2900457,0,0,0,0,0
6160,"【SP】 ダンジョン 焚火　儀式レベル1",0,0,0,0,6160,0,0,0,0,0
6161,"【SP】 ダンジョン 焚火　儀式レベル2",0,0,0,0,6161,0,0,0,0,0
6162,"【SP】 ダンジョン 焚火　儀式レベル3",0,0,0,0,6162,0,0,0,0,0
6163,"【SP】 ダンジョン 焚火　儀式レベル4",0,0,0,0,6163,0,0,0,0,0
6164,"【SP】 ダンジョン 焚火　儀式レベル5",0,0,0,0,6164,0,0,0,0,0
6165,"【SP】 ダンジョン 焚火　儀式レベル6",0,0,0,0,6165,0,0,0,0,0
6166,"【SP】 ダンジョン 焚火　儀式レベル7",0,0,0,0,6166,0,0,0,0,0
6167,"【SP】 ダンジョン 焚火　儀式レベル8",0,0,0,0,6167,0,0,0,0,0
6170,"【SP】　ダンジョン　大砲発射近距離　儀式レベル1",0,0,0,1,2900520,0,0,0,0,0
6171,"【SP】　ダンジョン　大砲発射近距離　儀式レベル2",0,0,0,1,2900521,0,0,0,0,0
6172,"【SP】　ダンジョン　大砲発射近距離　儀式レベル3",0,0,0,1,2900522,0,0,0,0,0
6173,"【SP】　ダンジョン　大砲発射近距離　儀式レベル4",0,0,0,1,2900523,0,0,0,0,0
6174,"【SP】　ダンジョン　大砲発射近距離　儀式レベル5",0,0,0,1,2900524,0,0,0,0,0
6175,"【SP】　ダンジョン　大砲発射近距離　儀式レベル6",0,0,0,1,2900525,0,0,0,0,0
6176,"【SP】　ダンジョン　大砲発射近距離　儀式レベル7",0,0,0,1,2900526,0,0,0,0,0
6177,"【SP】　ダンジョン　大砲発射近距離　儀式レベル8",0,0,0,1,2900527,0,0,0,0,0
6180,"【SP】　ダンジョン　大砲発射中距離　儀式レベル1",0,0,0,1,2900530,0,0,0,0,0
6181,"【SP】　ダンジョン　大砲発射中距離　儀式レベル2",0,0,0,1,2900531,0,0,0,0,0
6182,"【SP】　ダンジョン　大砲発射中距離　儀式レベル3",0,0,0,1,2900532,0,0,0,0,0
6183,"【SP】　ダンジョン　大砲発射中距離　儀式レベル4",0,0,0,1,2900533,0,0,0,0,0
6184,"【SP】　ダンジョン　大砲発射中距離　儀式レベル5",0,0,0,1,2900534,0,0,0,0,0
6185,"【SP】　ダンジョン　大砲発射中距離　儀式レベル6",0,0,0,1,2900535,0,0,0,0,0
6186,"【SP】　ダンジョン　大砲発射中距離　儀式レベル7",0,0,0,1,2900536,0,0,0,0,0
6187,"【SP】　ダンジョン　大砲発射中距離　儀式レベル8",0,0,0,1,2900537,0,0,0,0,0
6190,"【SP】　ダンジョン　大砲発射長距離　儀式レベル1",0,0,0,1,2900540,0,0,0,0,0
6191,"【SP】　ダンジョン　大砲発射長距離　儀式レベル2",0,0,0,1,2900541,0,0,0,0,0
6192,"【SP】　ダンジョン　大砲発射長距離　儀式レベル3",0,0,0,1,2900542,0,0,0,0,0
6193,"【SP】　ダンジョン　大砲発射長距離　儀式レベル4",0,0,0,1,2900543,0,0,0,0,0
6194,"【SP】　ダンジョン　大砲発射長距離　儀式レベル5",0,0,0,1,2900544,0,0,0,0,0
6195,"【SP】　ダンジョン　大砲発射長距離　儀式レベル6",0,0,0,1,2900545,0,0,0,0,0
6196,"【SP】　ダンジョン　大砲発射長距離　儀式レベル7",0,0,0,1,2900546,0,0,0,0,0
6197,"【SP】　ダンジョン　大砲発射長距離　儀式レベル8",0,0,0,1,2900547,0,0,0,0,0
6200,"【SP】 ダンジョン 飛び出す矢　儀式レベル1",0,0,0,1,2900400,0,0,0,0,0
6201,"【SP】 ダンジョン 飛び出す矢　儀式レベル2",0,0,0,1,2900401,0,0,0,0,0
6202,"【SP】 ダンジョン 飛び出す矢　儀式レベル3",0,0,0,1,2900402,0,0,0,0,0
6203,"【SP】 ダンジョン 飛び出す矢　儀式レベル4",0,0,0,1,2900403,0,0,0,0,0
6204,"【SP】 ダンジョン 飛び出す矢　儀式レベル5",0,0,0,1,2900404,0,0,0,0,0
6205,"【SP】 ダンジョン 飛び出す矢　儀式レベル6",0,0,0,1,2900405,0,0,0,0,0
6206,"【SP】 ダンジョン 飛び出す矢　儀式レベル7",0,0,0,1,2900406,0,0,0,0,0
6207,"【SP】 ダンジョン 飛び出す矢　儀式レベル8",0,0,0,1,2900407,0,0,0,0,0
6210,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル1",0,0,0,1,2900410,0,0,0,0,0
6211,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル2",0,0,0,1,2900411,0,0,0,0,0
6212,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル3",0,0,0,1,2900412,0,0,0,0,0
6213,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル4",0,0,0,1,2900413,0,0,0,0,0
6214,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル5",0,0,0,1,2900414,0,0,0,0,0
6215,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル6",0,0,0,1,2900415,0,0,0,0,0
6216,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル7",0,0,0,1,2900416,0,0,0,0,0
6217,"【SP】 ダンジョン 飛び出す矢　嵐属性・儀式レベル8",0,0,0,1,2900417,0,0,0,0,0
6220,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル1",0,0,0,1,2900420,0,0,0,0,0
6221,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル2",0,0,0,1,2900421,0,0,0,0,0
6222,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル3",0,0,0,1,2900422,0,0,0,0,0
6223,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル4",0,0,0,1,2900423,0,0,0,0,0
6224,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル5",0,0,0,1,2900424,0,0,0,0,0
6225,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル6",0,0,0,1,2900425,0,0,0,0,0
6226,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル7",0,0,0,1,2900426,0,0,0,0,0
6227,"【SP】 ダンジョン 飛び出す矢　コズミック属性・儀式レベル8",0,0,0,1,2900427,0,0,0,0,0
6230,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル1",0,0,0,1,2900430,0,0,0,0,0
6231,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル2",0,0,0,1,2900431,0,0,0,0,0
6232,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル3",0,0,0,1,2900432,0,0,0,0,0
6233,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル4",0,0,0,1,2900433,0,0,0,0,0
6234,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル5",0,0,0,1,2900434,0,0,0,0,0
6235,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル6",0,0,0,1,2900435,0,0,0,0,0
6236,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル7",0,0,0,1,2900436,0,0,0,0,0
6237,"【SP】 ダンジョン 飛び出す矢　サブ特徴毒敵・儀式レベル8",0,0,0,1,2900437,0,0,0,0,0
6240,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル1",0,0,0,1,2900440,0,0,0,0,0
6241,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル2",0,0,0,1,2900441,0,0,0,0,0
6242,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル3",0,0,0,1,2900442,0,0,0,0,0
6243,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル4",0,0,0,1,2900443,0,0,0,0,0
6244,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル5",0,0,0,1,2900444,0,0,0,0,0
6245,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル6",0,0,0,1,2900445,0,0,0,0,0
6246,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル7",0,0,0,1,2900446,0,0,0,0,0
6247,"【SP】 ダンジョン 飛び出す矢　サブ特徴強化敵・儀式レベル8",0,0,0,1,2900447,0,0,0,0,0
6250,"【SP】 ダンジョン　ギロチン　儀式レベル1",0,0,0,0,6250,0,0,0,0,0
6251,"【SP】 ダンジョン　ギロチン　儀式レベル2",0,0,0,0,6251,0,0,0,0,0
6252,"【SP】 ダンジョン　ギロチン　儀式レベル3",0,0,0,0,6252,0,0,0,0,0
6253,"【SP】 ダンジョン　ギロチン　儀式レベル4",0,0,0,0,6253,0,0,0,0,0
6254,"【SP】 ダンジョン　ギロチン　儀式レベル5",0,0,0,0,6254,0,0,0,0,0
6255,"【SP】 ダンジョン　ギロチン　儀式レベル6",0,0,0,0,6255,0,0,0,0,0
6256,"【SP】 ダンジョン　ギロチン　儀式レベル7",0,0,0,0,6256,0,0,0,0,0
6257,"【SP】 ダンジョン　ギロチン　儀式レベル8",0,0,0,0,6257,0,0,0,0,0
6260,"【SP】DLC_聖堂街D_号令",0,0,0,1,3400000,0,0,0,0,0
6270,"【SP】DLC_聖堂街D_号令小",0,0,0,1,3400010,0,0,0,0,0
6280,"【SP】DLC_聖堂街D_仕掛け銃1",0,0,0,1,3400020,0,0,0,0,0
6281,"【SP】DLC_聖堂街D_仕掛け銃2",0,0,0,1,3400021,0,0,0,0,0
6282,"【SP】DLC_聖堂街D_仕掛け銃3",0,0,0,1,3400022,0,0,0,0,0
6283,"【SP】DLC_聖堂街D_仕掛け銃4",0,0,0,1,3400023,0,0,0,0,0
6284,"【SP】DLC_聖堂街D_仕掛け銃_広角1",0,0,0,1,3400030,0,0,0,0,0
6285,"【SP】DLC_聖堂街D_仕掛け銃_広角2",0,0,0,1,3400031,0,0,0,0,0
6286,"【SP】DLC_聖堂街D_仕掛け銃_広角3",0,0,0,1,3400032,0,0,0,0,0
6287,"【SP】DLC_聖堂街D_仕掛け銃_広角4",0,0,0,1,3400033,0,0,0,0,0
6290,"【SP】DLC_聖堂街D_時限爆発車椅子",0,0,0,1,3400050,0,0,0,0,0
6291,"【SP】DLC_聖堂街D_藁玉",0,0,0,0,7630,0,0,0,0,0
6292,"【SP】DLC_聖堂街D_爆発壺",0,0,0,1,3400051,0,0,0,0,0
6300,"【SP】DLC_漁村_号令",0,0,0,1,3600000,0,0,0,0,0
6310,"【SP】DLC_漁村_ナメクジ火炎壷_AI音弾丸",0,0,0,1,3600010,0,0,0,0,0
6320,"【SP】DLC_漁村_ナメクジ火炎壷_延焼弾丸",0,0,0,1,3600020,0,0,0,0,0
6330,"【SP】DLC_漁村_水面着地_AI音弾丸",0,0,0,1,3600030,0,0,0,0,0
6350,"【SP】DLC_時計塔_薬瓶トラップ",0,0,0,1,3500000,0,0,0,0,0
6352,"【SP】DLC_時計塔_薬瓶トラップ_周回用",0,0,0,1,3500002,0,0,0,0,0
6360,"【SP】DLC_時計塔_患者B_隕石",0,0,0,1,3500010,0,0,0,0,0
6361,"【SP】DLC_時計塔_患者B_隕石_演出用",0,0,0,1,3500020,0,0,0,0,0
9000,"【SP】　PCからヴァンパイア効果弾丸",0,0,0,1,20002,0,0,0,0,0
11300,"ｃ5220_墓王　飛び出す剣",0,0,0,0,2000,0,0,0,0,0
20000,"共通攻撃【ハシゴ_右パンチ】",0,0,0,0,3000,0,0,0,0,0
20001,"共通攻撃【ハシゴ_右キック】",0,0,0,0,3001,0,0,0,0,0
20002,"共通攻撃【ハシゴ_左パンチ】",0,0,0,0,3002,0,0,0,0,0
20003,"共通攻撃【ハシゴ_左キック】",0,0,0,0,3003,0,0,0,0,0
20004,"共通攻撃【ハシゴ_滑り降り】",0,0,0,0,3004,0,0,0,0,0
20005,"共通攻撃【ハシゴ_右パンチ_長身】",0,0,0,0,3005,0,0,0,0,0
20006,"共通攻撃【ハシゴ_左パンチ_長身】",0,0,0,0,3006,0,0,0,0,0
20100,"共通攻撃【落下・人型】",0,0,0,0,3100,0,0,0,0,0
20101,"共通攻撃【仰向け落下・人型】",0,0,0,0,3101,0,0,0,0,0
20102,"共通攻撃【うつ伏せ落下・人型】",0,0,0,0,3102,0,0,0,0,0
20103,"共通攻撃【着地・人型】",0,0,0,0,3103,0,0,0,0,0
20104,"共通攻撃【ドスン着地・人型】",0,0,0,0,3104,0,0,0,0,0
20105,"共通攻撃【仰向け着地・人型】",0,0,0,0,3105,0,0,0,0,0
20106,"共通攻撃【うつ伏せ着地・人型】",0,0,0,0,3106,0,0,0,0,0
20107,"共通攻撃【吹っ飛ぶ・人型】",0,0,0,0,3107,0,0,0,0,0
20108,"共通攻撃【ステップ・人型】",0,0,0,0,3108,0,0,0,0,0
20109,"共通攻撃【ステップ・c2520不死人盗賊】",0,0,0,0,3109,0,0,0,0,0
20110,"共通攻撃【落下・四足型】",0,0,0,0,3110,0,0,0,0,0
20111,"共通攻撃【着地・四足型】",0,0,0,0,3111,0,0,0,0,0
20112,"共通攻撃【吹っ飛ぶ・ｃ1200犬ネズミ】",0,0,0,0,3112,0,0,0,0,0
20113,"共通攻撃【ステップ・c2950スケルトン（獣）】",0,0,0,0,3113,0,0,0,0,0
20114,"共通攻撃【落下・c2950スケルトン（獣）】",0,0,0,0,3114,0,0,0,0,0
20115,"共通攻撃【着地・c2950スケルトン（獣）】",0,0,0,0,3115,0,0,0,0,0
