ID,Description,hp,defense,extRefTexId,materialId,animBreakIdMax,isCamHit:1,isBreakByPlayerCollide:1,isAnimBreak:1,isPenetrationBulletHit:1,isChrHit:1,isAttackBacklash:1,isDisableBreakForFirstAppear:1,isLadder:1,isAnimPauseOnRemoPlay:1,isDamageNoHit:1,isMoveObj:1,defaultLodParamId,breakSfxId,navimeshFlag,paintRenderTargetSize,breakAiSoundId
1030,"崩れる天井",1,0,-1,4,0,1,1,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1031,"崩れる屋根",1,0,-1,4,0,1,1,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1040,"壊れる手すり",1,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1041,"壊れる手すり",1,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1042,"壊れる手すり",1,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1048,"立てかけた車輪",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1049,"壊れかけ箱",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1050,"要石",-1,0,-1,1,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
1055,"隆起したヘドロ",1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1,100008,0,256,0
1056,"隆起したヘドロ2",1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1,100008,0,256,0
1058,"隆起したヘドロ3",1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1,100008,0,256,0
1100,"拡散のモノ【ラスボス】",-1,0,-1,1,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
1101,"鳥群",-1,0,-1,29,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
1102,"要人OBJ",-1,0,-1,29,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
1110,"燃える死体の山",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1120,"荷車A",1,3,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1122,"荷車A(荷物あり)",1,3,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1129,"物売りの小物",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1130,"箱",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1132,"長方形の箱",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1133,"箱×3",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1134,"長方形の箱（小物あり）",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1135,"桶",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1140,"籠",1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1145,"土嚢",1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1,100103,0,256,0
1146,"荷袋",1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1150,"樽A",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1152,"樽×3（縦）",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1153,"樽×5（横）",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1154,"不死者漬け樽",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1155,"不死者漬け樽(蓋なし)",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1156,"不死者漬け樽（物売り専用）",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1160,"テーブル　椅子",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1162,"テーブル　椅子(小物1)",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1163,"テーブル　椅子(小物2)",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1170,"棚",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1172,"棚（荷物あり）",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1175,"長椅子",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1176,"長椅子（荷物あり）",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1190,"城下2　ボス部屋の柱",1,90,-1,2,0,1,0,0,0,1,0,0,0,0,0,0,-1,100007,0,256,0
1200,"教区のレバー",-1,0,-1,9,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1201,"木造扉",-1,0,-1,4,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1202,"釣鐘のレバー",-1,0,-1,9,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1205,"梯子＠下水の復帰ルート",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1206,"梯子＠スタートから落ちた時の復帰",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1207,"梯子＠城郭から下層に下りる",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1208,"梯子＠橋脚の中のスライド式",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1209,"梯子＠城郭の塔",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1210,"梯子＠倉庫",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1211,"梯子＠倉庫",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1212,"梯子＠教会",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1213,"梯子＠教会",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1214,"梯子＠教会",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1215,"梯子＠教会",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1216,"梯子＠教会",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1217,"梯子＠拠点接合部",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1218,"梯子＠城下の見張り台",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1219,"梯子＠ヘルカイトを避けて橋の下",-1,0,-1,9,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1230,"教会柱",1,90,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1231,"教会柱",1,90,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1232,"教会柱",1,90,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1233,"教会柱",1,90,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1240,"教会椅子",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1241,"教会椅子背もたれ",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1242,"椅子",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1243,"テーブル１",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1244,"テーブル２",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1250,"鍛冶屋のテーブル",-1,0,-1,2,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1251,"鍛冶屋の桶",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1252,"鍛冶屋の金床及び椅子",1,3,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1270,"机",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1300,"教会屋根の像",-1,90,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,15351,0,256,0
1305,"城下1から森への扉",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1306,"城下1から城下2への扉",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1308,"扉（鉄格子）",-1,0,-1,9,0,0,0,0,0,1,1,0,0,1,0,0,-1,-1,0,256,0
1309,"扉",-1,0,-1,9,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1310,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1312,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1314,"扉（鉄格子）",-1,0,-1,9,0,1,0,0,0,1,1,0,0,1,0,0,-1,-1,0,256,0
1313,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1315,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1316,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1317,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1318,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1319,"扉（木製）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1320,"DS1棚",1,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1321,"衝立",1,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1322,"ネズミ箱",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1323,"破壊扉",1,0,-1,4,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1330,"転げ落ちる樽",-1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1350,"女神像",-1,0,-1,2,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1400,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1401,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1402,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1403,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1404,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1405,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1406,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1407,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1408,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1409,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1410,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1411,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1412,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1413,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1414,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1415,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1416,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1417,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1418,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1419,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1420,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1421,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1460,"教会拠点エレベータ",-1,0,-1,9,0,1,0,0,1,1,1,0,0,1,0,1,-1,-1,0,256,0
1465,"鉄格子扉",-1,0,-1,9,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
1470,"王母像",-1,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1480,"大扉",-1,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1490,"はしご",-1,0,-1,4,0,0,0,0,0,1,1,0,1,0,0,0,-1,-1,0,256,0
1495,"擬態の壷",1,0,-1,9,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1496,"壷",1,0,-1,9,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1497,"壷",1,0,-1,9,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1500,"正面扉",-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1510,"梯子",-1,0,-1,4,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1511,"梯子",-1,0,-1,4,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1512,"梯子",-1,0,-1,4,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1513,"梯子",-1,0,-1,4,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,0,256,0
1520,"ギミック扉",-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
1530,"壊せる扉",1,0,-1,4,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1540,"ギミック石像",-1,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1550,"ハンドル",-1,0,-1,9,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1560,"壊せる灯篭",1,90,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1570,"死体を吊るす紐",1,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1571,"死体を吊るす紐",1,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1580,"扉",-1,0,-1,4,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1600,"ボス部屋壁",-1,0,-1,29,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1601,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1602,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1603,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1604,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1605,"光る霧",-1,0,-1,29,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1610,"隠し扉",1,0,-1,3,0,1,0,1,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1800,"ドラゴンゾンビ　カメラ制御１",-1,0,-1,29,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
1801,"ドラゴンゾンビ　カメラ制御２",-1,0,-1,29,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,256,0
1802,"ドラゴンゾンビ　カメラ制御3",-1,0,-1,29,0,1,0,0,1,0,0,0,0,0,0,0,-1,-1,0,256,0
1900,"石牢",-1,3,-1,1,1,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1910,"ベンチ",1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1915,"ベンチ（雪）",1,0,-1,7,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1916,"ベンチ（雪壊れ）",1,0,-1,7,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1920,"テーブル",1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1930,"椅子",1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1940,"樽",1,0,-1,7,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1945,"樽（雪）",1,0,-1,7,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1946,"樽（雪・横）",1,0,-1,7,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
1960,"はやにえ（低）",-1,0,-1,59,1,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1965,"はやにえ",-1,0,-1,7,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1966,"はやにえ",-1,0,-1,7,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
1967,"はやにえ",-1,0,-1,7,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
2000,"宝箱・小",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,2,256,0
2100,"宝箱・中",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,2,256,0
2200,"宝箱・大",-1,0,-1,4,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,2,256,0
2110,"m12後半への扉",-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
2111,"m12ボス扉",-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,0,256,0
2120,"隠し扉",1,0,-1,3,0,1,0,1,1,1,0,0,0,0,0,0,-1,-1,0,256,0
2130,"長い橋の壁（左）",-1,0,-1,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
2131,"長い橋の壁（右）",-1,0,-1,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,256,0
2200,"小木00",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
2201,"小木01",-1,0,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,256,0
2202,"闇の木",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,120032,0,256,0
2203,"闇の木(低い)",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,120033,0,256,0
2211,"レバー（スイッチ）",-1,0,-1,9,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2221,"レバー対応扉（正面）",-1,0,-1,9,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
2231,"城内部への扉",-1,0,-1,4,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2241,"レバー対応扉（右）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
2250,"鍛冶屋のテーブル",-1,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
2251,"鍛冶屋の桶",1,0,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
2252,"鍛冶屋の金床及び椅子",1,3,-1,4,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
2253,"ハンター荷物",1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
2261,"扉（蹴破り）",-1,0,-1,4,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
2271,"ハシゴ",-1,0,-1,4,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2280,"大型バリスタ【土台】",-1,0,-1,4,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2281,"大型バリスタ【本体】",-1,0,-1,4,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2282,"大型バリスタ【発射装置】",-1,0,-1,4,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2290,"鉄球破壊木の板",1,90,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
2291,"鉄球破壊木の板",1,90,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
2303,"カラクリ階段",-1,0,-1,4,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
2304,"犬馬車",-1,0,-1,4,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2317,"血だまり",-1,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2318,"壊れる木のでっぱり",-1,0,-1,4,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2320,"落ちてくるワラ",-1,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2321,"鉄柵扉(サブイベント用）",-1,0,-1,9,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,256,0
2322,"落下馬車",-1,0,-1,4,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,256,0
2323,"ワラ人形",1,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,256,0
