ID,Description,hit0_Radius,hit1_Radius,hit2_Radius,hit3_Radius,knockbackDist,hitStopTime,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,hit0_DmyPoly1,hit1_DmyPoly1,hit2_DmyPoly1,hit3_DmyPoly1,hit0_DmyPoly2,hit1_DmyPoly2,hit2_DmyPoly2,hit3_DmyPoly2,blowingCorrection,atkPhysCorrection,atkMagCorrection,atkFireCorrection,atkThunCorrection,atkStamCorrection,guardAtkRateCorrection,guardBreakCorrection,atkThrowEscapeCorrection,atkSuperArmorCorrection,atkPhys,atkMag,atkFire,atkThun,atkStam,guardAtkRate,guardBreakRate,atkSuperArmor,atkThrowEscape,atkObj,guardStaminaCutRate,guardRate,throwTypeId,hit0_hitType,hit1_hitType,hit2_hitType,hit3_hitType,hti0_Priority,hti1_Priority,hti2_Priority,hti3_Priority,dmgLevel,mapHitType,guardCutCancelRate,atkAttribute,spAttribute,atkType,atkMaterial,atkSize,defMaterial,defSfxMaterial,hitSourceType,throwFlag,disableGuard:1,disableStaminaAttack:1,disableHitSpEffect:1,IgnoreNotifyMissSwingForAI:1,repeatHitSfx:1,isArrowAtk:1,isGhostAtk:1,isDisableNoDamage:1,atkPow_forSfxSe,atkDir_forSfxSe,opposeTarget:1,friendlyTarget:1,selfTarget:1,isChargeAtk:1,isShareHitList:1,isCheckObjPenetration:1,regainableSlotId,deathcauseId,decalId1,decalId2,appearAiSoundId,hitAiSoundId,wepRegainHpScale,atkRegainHp,regainableTimeScale,regainableHpRateScale
16,"【1stPub】火炎壺用攻撃ID",0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
17,"【1stPub】油壺用攻撃ID",0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,400,-1,0,0,100,0,1.0,1.0
18,"【プレα】香水瓶用攻撃ID",0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
29,"【ヒットリストテスト】銃弾",0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
30,"炎_油沼拡散ダメージ",0.0,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
40,"共通攻撃【ハシゴ_右パンチ】",0.5,0.0,0.0,0.0,0.6600000262260437,0.0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,60,0,0,0,20,100,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
41,"共通攻撃【ハシゴ_右キック】",0.5,0.0,0.0,0.0,0.6600000262260437,0.0,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,60,0,0,0,20,100,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
42,"共通攻撃【ハシゴ_左パンチ】",0.5,0.0,0.0,0.0,0.6600000262260437,0.0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,60,0,0,0,20,100,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
43,"共通攻撃【ハシゴ_左キック】",0.5,0.0,0.0,0.0,0.6600000262260437,0.0,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,60,0,0,0,20,100,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
44,"共通攻撃【ハシゴ_滑り降り】",0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,10,0,0,0,5,100,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
101,"【システム】メニュー表示用攻撃倍率",0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
200,"共通攻撃【落下】_攻撃防具",0.6000000238418579,0.0,0.0,0.0,0.41999998688697815,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,30,0,0,0,0,100,0,999,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
201,"共通攻撃【着地】_攻撃防具",0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
202,"共通攻撃【ドスン着地】_攻撃防具",0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,30,0,0,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
203,"共通攻撃【転倒着地】_攻撃防具",0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,40,0,0,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
204,"共通攻撃【ローリング】_攻撃防具",0.699999988079071,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
205,"共通攻撃【召喚】_攻撃防具",0.699999988079071,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,999,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
206,"共通攻撃【仰向け落下】_攻撃防具",0.699999988079071,0.0,0.0,0.0,0.41999998688697815,0.0,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,30,0,0,0,0,100,0,999,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
210,"共通攻撃【プッシュ前】_攻撃防具",0.0,0.0,0.0,0.0,0.699999988079071,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
211,"共通攻撃【後へ吹っ飛ぶ】_攻撃防具",0.4000000059604645,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
212,"共通攻撃【前に吹っ飛び】_攻撃防具",0.4000000059604645,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
213,"共通攻撃【プッシュ後】_攻撃防具",0.0,0.0,0.0,0.0,0.699999988079071,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
220,"共通攻撃【投げ】_攻撃防具",0.6000000238418579,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
221,"共通攻撃【強投げ】_攻撃防具",0.6000000238418579,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,40,0,0,0,0,100,0,45,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
222,"共通攻撃【パリィ叩きつけ】_攻撃防具",0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
300,"共通攻撃【落下】",0.6000000238418579,0.0,0.0,0.0,0.41999998688697815,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,30,0,0,0,0,100,0,999,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
301,"共通攻撃【着地】",0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
302,"共通攻撃【ドスン着地】",0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,30,0,0,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
303,"共通攻撃【転倒着地】",0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,40,0,0,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
304,"共通攻撃【ローリング】",0.699999988079071,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
305,"共通攻撃【召喚】",0.699999988079071,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,999,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
306,"共通攻撃【仰向け落下】",0.699999988079071,0.0,0.0,0.0,0.41999998688697815,0.0,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,30,0,0,0,0,100,0,999,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
307,"共通攻撃【特定敵崩し効果】",0.699999988079071,0.0,0.0,0.0,0.6000000238418579,0.0,5901,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
310,"共通攻撃【プッシュ前】",0.0,0.0,0.0,0.0,0.699999988079071,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
311,"共通攻撃【後へ吹っ飛ぶ】",0.4000000059604645,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
312,"共通攻撃【前に吹っ飛び】",0.4000000059604645,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
313,"共通攻撃【プッシュ後】",0.0,0.0,0.0,0.0,0.699999988079071,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
320,"共通攻撃【投げ】",0.6000000238418579,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
321,"共通攻撃【強投げ】",0.6000000238418579,0.0,0.0,0.0,1.399999976158142,0.0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,40,0,0,0,0,100,0,45,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
322,"共通攻撃【パリィ叩きつけ】",0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,100,100,9900,0,0,0,0,0,0,0,0,100,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
350,"共通攻撃【パリィ判定】",0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,100,-1,-1,0,0,100,0,1.0,1.0
400,"短銃の弾_至近距離",0.0,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,100,0,0,0,0,0,100,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-1,100,-1,-1,2020,2120,100,0,1.0,1.0
401,"短銃の弾_近距離",0.0,0.0,0.0,0.0,0.6000000238418579,0.0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,98,98,98,98,98,0,0,0,90,0,0,0,0,0,100,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-1,100,-1,-1,0,2120,100,0,1.0,1.0
